17995,128,52
18200,144,50
18200,144,55
18295,128,55
18295,128,50
18400,144,52
18400,144,57
18495,128,57
18495,128,52
18700,144,52
18700,144,57
18795,128,57
18795,128,52
19000,144,50
19000,144,55
19095,128,55
19095,128,50
19200,144,48
19200,144,52
19200,144,57
19295,128,57
19295,128,52
19295,128,48
19600,144,48
19600,144,52
19600,144,55
19600,144,60
19695,128,60
19695,128,55
19695,128,52
19695,128,48
20000,144,50
20000,144,53
20000,144,57
20000,144,62
20095,128,62
20095,128,57
20095,128,53
20095,128,50
20400,144,52
20400,144,55
20400,144,59
20400,144,64
20495,128,64
20495,128,59
20495,128,55
20495,128,52
20800,144,48
20800,144,62
20895,128,62
20895,128,48
21000,144,53
21000,144,64
21095,128,64
21095,128,53
21200,144,48
21200,144,57
21295,128,57
21295,128,48
21300,144,55
21395,128,55
21400,144,53
21400,144,57
21495,128,57
21495,128,53
21500,144,55
21595,128,55
21600,144,50
21600,144,62
21695,128,62
21695,128,50
21800,144,55
21800,144,64
21895,128,64
21895,128,55
22000,144,50
22000,144,57
22095,128,57
22095,128,50
22100,144,55
22195,128,55
22200,144,55
22200,144,57
22295,128,57
22295,128,55
22300,144,55
22395,128,55
22400,144,48
22400,144,62
22495,128,62
22495,128,48
22600,144,52
22600,144,64
22695,128,64
22695,128,52
22800,144,48
22800,144,57
22895,128,57
22895,128,48
22900,144,55
22995,128,55
23000,144,52
23000,144,57
23095,128,57
23095,128,52
23100,144,55
23195,128,55
23200,144,48
23200,144,60
23295,128,60
23295,128,48
23400,144,52
23400,144,59
23495,128,59
23495,128,52
23500,144,60
23595,128,60
23600,144,48
23600,144,57
23695,128,57
23695,128,48
23800,144,52
23800,144,55
23895,128,55
23895,128,52
24000,144,48
24000,144,62
24095,128,62
24095,128,48
24200,144,53
24200,144,64
24295,128,64
24295,128,53
24400,144,48
24400,144,57
24495,128,57
24495,128,48
24500,144,55
24595,128,55
24600,144,53
24600,144,57
24695,128,57
24695,128,53
24700,144,55
24795,128,55
24800,144,50
24800,144,62
24895,128,62
24895,128,50
25000,144,55
25000,144,64
25095,128,64
25095,128,55
25200,144,50
25200,144,57
25295,128,57
25295,128,50
25300,144,55
25395,128,55
25400,144,55
25400,144,57
25495,128,57
25495,128,55
25500,144,55
25595,128,55
25600,144,52
25600,144,62
25695,128,62
25695,128,52
25800,144,57
25800,144,64
25895,128,64
25895,128,57
26000,144,52
26000,144,67
26095,128,67
26095,128,52
26200,144,57
26200,144,72
26295,128,72
26295,128,57
26400,144,52
26400,144,71
26495,128,71
26495,128,52
26500,144,72
26595,128,72
26600,144,57
26600,144,71
26695,128,71
26695,128,57
26700,144,69
26795,128,69
26800,144,52
26800,144,67
26895,128,67
26895,128,52
27000,144,57
27000,144,64
27095,128,64
27095,128,57
27200,144,48
27200,144,62
27295,128,62
27295,128,48
27400,144,53
27400,144,64
27495,128,64
27495,128,53
27600,144,48
27600,144,57
27695,128,57
27695,128,48
27700,144,55
27795,128,55
27800,144,53
27800,144,57
27895,128,57
27895,128,53
27900,144,55
27995,128,55
28000,144,50
28000,144,62
28095,128,62
28095,128,50
28200,144,55
28200,144,64
28295,128,64
28295,128,55
28400,144,50
28400,144,57
28495,128,57
28495,128,50
28500,144,55
28595,128,55
28600,144,55
28600,144,57
28695,128,57
28695,128,55
28700,144,55
28795,128,55
28800,144,48
28800,144,62
28895,128,62
28895,128,48
29000,144,52
29000,144,64
29095,128,64
29095,128,52
29200,144,48
29200,144,57
29295,128,57
29295,128,48
29300,144,55
29395,128,55
29400,144,52
29400,144,57
29495,128,57
29495,128,52
29500,144,55
29595,128,55
29600,144,48
29600,144,60
29695,128,60
29695,128,48
29800,144,52
29800,144,59
29895,128,59
29895,128,52
29900,144,60
29995,128,60
30000,144,48
30000,144,57
30095,128,57
30095,128,48
30200,144,52
30200,144,55
30295,128,55
30295,128,52
30400,144,48
30400,144,57
30495,128,57
30495,128,48
30600,144,53
30600,144,55
30695,128,55
30695,128,53
30700,144,57
30795,128,57
30800,144,48
30800,144,60
30895,128,60
30895,128,48
31000,144,53
31000,144,57
31095,128,57
31095,128,53
31100,144,60
31195,128,60
31200,144,50
31200,144,64
31295,128,64
31295,128,50
31400,144,55
31400,144,62
31495,128,62
31495,128,55
31500,144,64
31595,128,64
31600,144,50
31600,144,64
31695,128,64
31695,128,50
31700,144,67
31795,128,67
31800,144,55
31800,144,62
31895,128,62
31895,128,55
31900,144,64
31995,128,64
32000,144,52
32000,144,72
32095,128,72
32095,128,52
32200,144,57
32200,144,71
32295,128,71
32295,128,57
32300,144,72
32395,128,72
32400,144,52
32400,144,71
32495,128,71
32495,128,52
32600,144,57
32600,144,67
32695,128,67
32695,128,57
32800,144,52
32800,144,69
32895,128,69
32895,128,52
33000,144,57
33095,128,57
33200,144,52
33200,144,57
33295,128,57
33295,128,52
33400,144,57
33400,144,60
33495,128,60
33495,128,57
33600,144,48
33600,144,62
33695,128,62
33695,128,48
33800,144,53
33800,144,64
33895,128,64
33895,128,53
34000,144,48
34000,144,57
34095,128,57
34095,128,48
34100,144,55
34195,128,55
34200,144,53
34200,144,57
34295,128,57
34295,128,53
34300,144,55
34395,128,55
34400,144,50
34400,144,62
34495,128,62
34495,128,50
34600,144,55
34600,144,64
34695,128,64
34695,128,55
34800,144,50
34800,144,57
34895,128,57
34895,128,50
34900,144,55
34995,128,55
35000,144,55
35000,144,57
35095,128,57
35095,128,55
35100,144,55
35195,128,55
35200,144,48
35200,144,62
35295,128,62
35295,128,48
35400,144,52
35400,144,64
35495,128,64
35495,128,52
35600,144,48
35600,144,57
35695,128,57
35695,128,48
35700,144,55
35795,128,55
35800,144,52
35800,144,57
35895,128,57
35895,128,52
35900,144,55
35995,128,55
36000,144,48
36000,144,60
36095,128,60
36095,128,48
36200,144,52
36200,144,59
36295,128,59
36295,128,52
36300,144,60
36395,128,60
36400,144,48
36400,144,57
36495,128,57
36495,128,48
36600,144,52
36600,144,55
36695,128,55
36695,128,52
36800,144,48
36800,144,62
36895,128,62
36895,128,48
37000,144,53
37000,144,64
37095,128,64
37095,128,53
37200,144,48
37200,144,57
37295,128,57
37295,128,48
37300,144,55
37395,128,55
37400,144,53
37400,144,57
37495,128,57
37495,128,53
37500,144,55
37595,128,55
37600,144,50
37600,144,62
37695,128,62
37695,128,50
37800,144,55
37800,144,64
37895,128,64
37895,128,55
38000,144,50
38000,144,57
38095,128,57
38095,128,50
38100,144,55
38195,128,55
38200,144,55
38200,144,57
38295,128,57
38295,128,55
38300,144,55
38395,128,55
38400,144,52
38400,144,62
38495,128,62
38495,128,52
38600,144,57
38600,144,64
38695,128,64
38695,128,57
38800,144,52
38800,144,67
38895,128,67
38895,128,52
39000,144,57
39000,144,72
39095,128,72
39095,128,57
39200,144,52
39200,144,71
39295,128,71
39295,128,52
39300,144,72
39395,128,72
39400,144,57
39400,144,71
39495,128,71
39495,128,57
39500,144,69
39595,128,69
39600,144,52
39600,144,67
39695,128,67
39695,128,52
39800,144,57
39800,144,64
39895,128,64
39895,128,57
40000,144,48
40000,144,62
40095,128,62
40095,128,48
40200,144,53
40200,144,64
40295,128,64
40295,128,53
40400,144,48
40400,144,57
40495,128,57
40495,128,48
40500,144,55
40595,128,55
40600,144,53
40600,144,57
40695,128,57
40695,128,53
40700,144,55
40795,128,55
40800,144,50
40800,144,62
40895,128,62
40895,128,50
41000,144,55
41000,144,64
41095,128,64
41095,128,55
41200,144,50
41200,144,57
41295,128,57
41295,128,50
41300,144,55
41395,128,55
41400,144,55
41400,144,57
41495,128,57
41495,128,55
41500,144,55
41595,128,55
41600,144,48
41600,144,62
41695,128,62
41695,128,48
41800,144,52
41800,144,64
41895,128,64
41895,128,52
42000,144,48
42000,144,57
42095,128,57
42095,128,48
42100,144,55
42195,128,55
42200,144,52
42200,144,57
42295,128,57
42295,128,52
42300,144,55
42395,128,55
42400,144,48
42400,144,60
42495,128,60
42495,128,48
42600,144,52
42600,144,59
42695,128,59
42695,128,52
42700,144,60
42795,128,60
42800,144,48
42800,144,57
42895,128,57
42895,128,48
43000,144,52
43000,144,55
43095,128,55
43095,128,52
43200,144,48
43200,144,57
43295,128,57
43295,128,48
43400,144,53
43400,144,55
43495,128,55
43495,128,53
43500,144,57
43595,128,57
43600,144,48
43600,144,60
43695,128,60
43695,128,48
43800,144,53
43800,144,57
43895,128,57
43895,128,53
43900,144,60
43995,128,60
44000,144,50
44000,144,64
44095,128,64
44095,128,50
44200,144,55
44200,144,62
44295,128,62
44295,128,55
44300,144,64
44395,128,64
44400,144,50
44400,144,64
44495,128,64
44495,128,50
44500,144,67
44595,128,67
44600,144,55
44600,144,62
44695,128,62
44695,128,55
44700,144,64
44795,128,64
44800,144,52
44800,144,57
44800,144,72
44895,128,72
44895,128,57
44895,128,52
45000,144,71
45095,128,71
45100,144,52
45100,144,57
45100,144,72
45195,128,72
45195,128,57
45195,128,52
45200,144,71
45295,128,71
45400,144,50
45400,144,55
45400,144,67
45495,128,67
45495,128,55
45495,128,50
45600,144,52
45600,144,57
45600,144,69
45695,128,69
45695,128,57
45695,128,52
46400,144,52
46400,144,69
46495,128,69
46495,128,52
46600,144,57
46695,128,57
46700,144,72
46795,128,72
46800,144,52
46895,128,52
47000,144,57
47000,144,71
47095,128,71
47095,128,57
47200,144,52
47295,128,52
47400,144,57
47400,144,67
47495,128,67
47495,128,57
47600,144,52
47600,144,69
47695,128,69
47695,128,52
47800,144,57
47895,128,57
47900,144,67
47995,128,67
48000,144,50
48095,128,50
48200,144,55
48295,128,55
48400,144,50
48495,128,50
48600,144,55
48695,128,55
48800,144,50
48800,144,62
48895,128,62
48895,128,50
49000,144,55
49000,144,60
49095,128,60
49095,128,55
49100,144,60
49195,128,60
49200,144,50
49200,144,62
49295,128,62
49295,128,50
49400,144,55
49400,144,65
49495,128,65
49495,128,55
49600,144,48
49600,144,64
49695,128,64
49695,128,48
49800,144,53
49800,144,57
49895,128,57
49895,128,53
50000,144,48
50095,128,48
50200,144,53
50295,128,53
50400,144,48
50495,128,48
50600,144,53
50695,128,53
50800,144,48
50895,128,48
51000,144,53
51095,128,53
51200,144,50
51295,128,50
51400,144,55
51400,144,57
51495,128,57
51495,128,55
51600,144,50
51600,144,60
51695,128,60
51695,128,50
51700,144,62
51795,128,62
51800,144,55
51895,128,55
51900,144,64
51995,128,64
52000,144,50
52095,128,50
52200,144,55
52200,144,62
52295,128,62
52295,128,55
52400,144,50
52400,144,64
52495,128,64
52495,128,50
52600,144,55
52600,144,67
52695,128,67
52695,128,55
52800,144,52
52800,144,69
52895,128,69
52895,128,52
53000,144,57
53095,128,57
53100,144,72
53195,128,72
53200,144,52
53295,128,52
53400,144,57
53400,144,71
53495,128,71
53495,128,57
53600,144,52
53695,128,52
53800,144,57
53800,144,67
53895,128,67
53895,128,57
54000,144,52
54000,144,69
54095,128,69
54095,128,52
54200,144,57
54295,128,57
54300,144,67
54395,128,67
54400,144,50
54495,128,50
54600,144,55
54695,128,55
54800,144,50
54895,128,50
55000,144,55
55000,144,55
55095,128,55
55095,128,55
55100,144,55
55195,128,55
55200,144,50
55200,144,64
55295,128,64
55295,128,50
55300,144,62
55395,128,62
55400,144,55
55400,144,64
55495,128,64
55495,128,55
55500,144,62
55595,128,62
55600,144,50
55600,144,64
55695,128,64
55695,128,50
55800,144,55
55800,144,65
55895,128,65
55895,128,55
56000,144,48
56000,144,64
56095,128,64
56095,128,48
56200,144,53
56200,144,60
56295,128,60
56295,128,53
56400,144,48
56495,128,48
56600,144,53
56695,128,53
56800,144,48
56895,128,48
57000,144,53
57095,128,53
57200,144,48
57295,128,48
57400,144,53
57400,144,60
57495,128,60
57495,128,53
57600,144,50
57600,144,59
57695,128,59
57695,128,50
57800,144,55
57895,128,55
57900,144,59
57995,128,59
58000,144,50
58095,128,50
58200,144,55
58200,144,60
58295,128,60
58295,128,55
58400,144,50
58400,144,62
58495,128,62
58495,128,50
58600,144,55
58695,128,55
58800,144,50
58895,128,50
59000,144,55
59000,144,60
59095,128,60
59095,128,55
59200,144,52
59200,144,62
59295,128,62
59295,128,52
59400,144,57
59495,128,57
59500,144,60
59595,128,60
59600,144,52
59695,128,52
59800,144,57
59800,144,57
59895,128,57
59895,128,57
60000,144,52
60095,128,52
60200,144,57
60200,144,60
60295,128,60
60295,128,57
60400,144,52
60400,144,64
60495,128,64
60495,128,52
60600,144,57
60695,128,57
60700,144,62
60795,128,62
60800,144,50
60895,128,50
61000,144,55
61095,128,55
61200,144,50
61295,128,50
61400,144,55
61495,128,55
61600,144,50
61695,128,50
61800,144,55
61895,128,55
62000,144,50
62095,128,50
62200,144,55
62200,144,60
62295,128,60
62295,128,55
62400,144,48
62400,144,62
62495,128,62
62495,128,48
62600,144,53
62695,128,53
62700,144,60
62795,128,60
62800,144,48
62895,128,48
63000,144,53
63000,144,57
63095,128,57
63095,128,53
63200,144,48
63295,128,48
63400,144,53
63400,144,60
63495,128,60
63495,128,53
63600,144,48
63600,144,67
63695,128,67
63695,128,48
63800,144,53
63895,128,53
64000,144,50
64095,128,50
64200,144,55
64295,128,55
64400,144,50
64495,128,50
64600,144,55
64695,128,55
64800,144,50
64895,128,50
65000,144,55
65095,128,55
65200,144,50
65295,128,50
65400,144,55
65400,144,60
65495,128,60
65495,128,55
65600,144,52
65600,144,62
65695,128,62
65695,128,52
65800,144,57
65895,128,57
65900,144,60
65995,128,60
66000,144,52
66095,128,52
66200,144,57
66200,144,57
66295,128,57
66295,128,57
66400,144,52
66495,128,52
66600,144,57
66600,144,60
66695,128,60
66695,128,57
66800,144,52
66800,144,64
66895,128,64
66895,128,52
67000,144,57
67000,144,62
67095,128,62
67095,128,57
67200,144,50
67295,128,50
67400,144,55
67495,128,55
67600,144,50
67600,144,62
67695,128,62
67695,128,50
67800,144,55
67800,144,64
67895,128,64
67895,128,55
68000,144,50
68000,144,62
68095,128,62
68095,128,50
68200,144,55
68200,144,64
68295,128,64
68295,128,55
68400,144,50
68400,144,67
68495,128,67
68495,128,50
68600,144,55
68600,144,64
68695,128,64
68695,128,55
68800,144,48
68800,144,62
68895,128,62
68895,128,48
69000,144,53
69095,128,53
69100,144,60
69195,128,60
69200,144,48
69295,128,48
69400,144,53
69495,128,53
69600,144,48
69695,128,48
69800,144,53
69895,128,53
70000,144,48
70095,128,48
70200,144,53
70200,144,60
70295,128,60
70295,128,53
70400,144,50
70400,144,59
70495,128,59
70495,128,50
70600,144,55
70695,128,55
70700,144,59
70795,128,59
70800,144,50
70895,128,50
71000,144,55
71000,144,60
71095,128,60
71095,128,55
71200,144,50
71200,144,62
71295,128,62
71295,128,50
71400,144,55
71495,128,55
71600,144,50
71695,128,50
71800,144,55
71895,128,55
72000,144,48
72000,144,60
72095,128,60
72095,128,48
72200,144,53
72295,128,53
72400,144,48
72400,144,59
72495,128,59
72495,128,48
72600,144,53
72695,128,53
72800,144,48
72800,144,57
72895,128,57
72895,128,48
73000,144,53
73095,128,53
73200,144,48
73200,144,55
73295,128,55
73295,128,48
73400,144,53
73495,128,53
73600,144,48
73600,144,55
73695,128,55
73695,128,48
73800,144,52
73800,144,55
73895,128,55
73895,128,52
73900,144,57
73995,128,57
74000,144,48
74000,144,52
74095,128,52
74095,128,48
74200,144,50
74295,128,50
74400,144,48
74400,144,52
74495,128,52
74495,128,48
74600,144,52
74695,128,52
74800,144,48
74895,128,48
75000,144,52
75095,128,52
75200,144,48
75200,144,52
75295,128,52
75295,128,48
75400,144,53
75400,144,55
75495,128,55
75495,128,53
75600,144,48
75600,144,57
75695,128,57
75695,128,48
75800,144,53
75895,128,53
76000,144,50
76000,144,62
76095,128,62
76095,128,50
76200,144,55
76295,128,55
76400,144,50
76400,144,59
76495,128,59
76495,128,50
76600,144,55
76695,128,55
76800,144,48
76800,144,60
76895,128,60
76895,128,48
77000,144,52
77095,128,52
77200,144,48
77200,144,59
77295,128,59
77295,128,48
77400,144,52
77400,144,55
77495,128,55
77495,128,52
77600,144,48
77600,144,57
77695,128,57
77695,128,48
77800,144,52
77895,128,52
78000,144,48
78095,128,48
78200,144,52
78295,128,52
78400,144,48
78400,144,60
78495,128,60
78495,128,48
78600,144,53
78695,128,53
78800,144,48
78800,144,59
78895,128,59
78895,128,48
79000,144,53
79095,128,53
79200,144,48
79200,144,57
79295,128,57
79295,128,48
79400,144,53
79495,128,53
79600,144,48
79600,144,55
79695,128,55
79695,128,48
79800,144,53
79895,128,53
80000,144,48
80000,144,55
80095,128,55
80095,128,48
80200,144,52
80200,144,55
80295,128,55
80295,128,52
80300,144,57
80395,128,57
80400,144,48
80400,144,52
80495,128,52
80495,128,48
80600,144,50
80695,128,50
80800,144,48
80800,144,52
80895,128,52
80895,128,48
81000,144,52
81095,128,52
81200,144,48
81200,144,52
81295,128,52
81295,128,48
81400,144,52
81400,144,55
81495,128,55
81495,128,52
81600,144,48
81600,144,57
81695,128,57
81695,128,48
81800,144,53
81800,144,57
81895,128,57
81895,128,53
82000,144,48
82095,128,48
82200,144,53
82200,144,57
82295,128,57
82295,128,53
82400,144,50
82400,144,60
82495,128,60
82495,128,50
82600,144,55
82695,128,55
82800,144,50
82800,144,62
82895,128,62
82895,128,50
83000,144,55
83095,128,55
83200,144,52
83200,144,57
83200,144,59
83295,128,59
83295,128,57
83295,128,52
83500,144,52
83500,144,57
83595,128,57
83595,128,52
83800,144,52
83800,144,57
83895,128,57
83895,128,52
84000,144,52
84000,144,57
84095,128,57
84095,128,52
84400,144,55
84495,128,55
84600,144,64
84695,128,64
84800,144,48
84800,144,62
84895,128,62
84895,128,48
85000,144,53
85000,144,64
85095,128,64
85095,128,53
85200,144,48
85200,144,67
85295,128,67
85295,128,48
85400,144,53
85400,144,64
85495,128,64
85495,128,53
85600,144,48
85600,144,62
85695,128,62
85695,128,48
85800,144,53
85800,144,64
85895,128,64
85895,128,53
85900,144,64
85995,128,64
86000,144,48
86095,128,48
86200,144,53
86200,144,60
86295,128,60
86295,128,53
86400,144,50
86400,144,62
86495,128,62
86495,128,50
86600,144,55
86600,144,64
86695,128,64
86695,128,55
86800,144,50
86800,144,67
86895,128,67
86895,128,50
87000,144,55
87000,144,64
87095,128,64
87095,128,55
87200,144,50
87200,144,62
87295,128,62
87295,128,50
87400,144,55
87400,144,64
87495,128,64
87495,128,55
87500,144,64
87595,128,64
87600,144,50
87695,128,50
87800,144,55
87800,144,55
87895,128,55
87895,128,55
88000,144,48
88000,144,55
88095,128,55
88095,128,48
88200,144,52
88200,144,60
88295,128,60
88295,128,52
88300,144,60
88395,128,60
88400,144,48
88495,128,48
88600,144,52
88600,144,55
88695,128,55
88695,128,52
88800,144,48
88800,144,55
88895,128,55
88895,128,48
89000,144,52
89000,144,60
89095,128,60
89095,128,52
89200,144,48
89200,144,62
89295,128,62
89295,128,48
89400,144,52
89400,144,60
89495,128,60
89495,128,52
89600,144,52
89600,144,67
89695,128,67
89695,128,52
89800,144,55
89895,128,55
90000,144,52
90000,144,65
90095,128,65
90095,128,52
90200,144,55
90295,128,55
90400,144,52
90400,144,64
90495,128,64
90495,128,52
90600,144,55
90695,128,55
90700,144,62
90795,128,62
90800,144,52
90895,128,52
91000,144,55
91000,144,60
91095,128,60
91095,128,55
91200,144,48
91200,144,60
91295,128,60
91295,128,48
91400,144,53
91495,128,53
91600,144,48
91695,128,48
91800,144,53
91800,144,60
91895,128,60
91895,128,53
92000,144,48
92095,128,48
92200,144,53
92200,144,62
92295,128,62
92295,128,53
92400,144,48
92400,144,64
92495,128,64
92495,128,48
92600,144,53
92600,144,62
92695,128,62
92695,128,53
92800,144,50
92895,128,50
93000,144,55
93095,128,55
93200,144,50
93200,144,55
93295,128,55
93295,128,50
93400,144,55
93400,144,62
93495,128,62
93495,128,55
93600,144,50
93695,128,50
93800,144,55
93800,144,64
93895,128,64
93895,128,55
94000,144,50
94000,144,67
94095,128,67
94095,128,50
94200,144,55
94200,144,62
94295,128,62
94295,128,55
94400,144,48
94400,144,64
94495,128,64
94495,128,48
94600,144,52
94695,128,52
94800,144,48
94895,128,48
95000,144,52
95095,128,52
95200,144,48
95295,128,48
95400,144,52
95495,128,52
95600,144,48
95695,128,48
95800,144,52
95895,128,52
96000,144,52
96000,144,59
96095,128,59
96095,128,52
96400,144,55
96495,128,55
96800,144,55
96895,128,55
97200,144,64
97295,128,64
97600,144,48
97600,144,62
97695,128,62
97695,128,48
97800,144,53
97800,144,64
97895,128,64
97895,128,53
98000,144,48
98000,144,67
98095,128,67
98095,128,48
98200,144,53
98200,144,64
98295,128,64
98295,128,53
98400,144,48
98400,144,62
98495,128,62
98495,128,48
98600,144,53
98600,144,64
98695,128,64
98695,128,53
98700,144,64
98795,128,64
98800,144,48
98895,128,48
99000,144,53
99000,144,60
99095,128,60
99095,128,53
99100,144,60
99195,128,60
99200,144,50
99200,144,62
99295,128,62
99295,128,50
99400,144,55
99400,144,64
99495,128,64
99495,128,55
99600,144,50
99600,144,67
99695,128,67
99695,128,50
99800,144,55
99800,144,64
99895,128,64
99895,128,55
100000,144,50
100000,144,62
100095,128,62
100095,128,50
100200,144,55
100200,144,64
100295,128,64
100295,128,55
100400,144,50
100400,144,60
100495,128,60
100495,128,50
100600,144,55
100600,144,60
100695,128,60
100695,128,55
100800,144,48
100800,144,60
100895,128,60
100895,128,48
101000,144,52
101095,128,52
101100,144,62
101195,128,62
101200,144,48
101295,128,48
101400,144,52
101400,144,64
101495,128,64
101495,128,52
101600,144,48
101695,128,48
101800,144,52
101800,144,64
101895,128,64
101895,128,52
102000,144,48
102000,144,72
102095,128,72
102095,128,48
102200,144,52
102200,144,71
102295,128,71
102295,128,52
102400,144,52
102495,128,52
102600,144,55
102695,128,55
102800,144,52
102800,144,67
102895,128,67
102895,128,52
103000,144,55
103095,128,55
103200,144,52
103200,144,64
103295,128,64
103295,128,52
103400,144,55
103495,128,55
103500,144,62
103595,128,62
103600,144,52
103695,128,52
103800,144,55
103800,144,60
103895,128,60
103895,128,55
104000,144,48
104000,144,60
104095,128,60
104095,128,48
104200,144,53
104295,128,53
104400,144,48
104495,128,48
104600,144,53
104600,144,60
104695,128,60
104695,128,53
104800,144,48
104800,144,60
104895,128,60
104895,128,48
105000,144,53
105000,144,62
105095,128,62
105095,128,53
105200,144,48
105200,144,64
105295,128,64
105295,128,48
105400,144,53
105400,144,62
105495,128,62
105495,128,53
105600,144,50
105600,144,55
105695,128,55
105695,128,50
106200,144,55
106295,128,55
106400,144,55
106495,128,55
106800,144,57
106895,128,57
107200,144,48
107200,144,57
107295,128,57
107295,128,48
107400,144,52
107495,128,52
107500,144,55
107595,128,55
107600,144,48
107695,128,48
107800,144,52
107800,144,57
107895,128,57
107895,128,52
108000,144,48
108095,128,48
108100,144,55
108195,128,55
108200,144,52
108295,128,52
108400,144,48
108400,144,57
108495,128,57
108495,128,48
108600,144,52
108695,128,52
108800,144,48
108800,144,57
108895,128,57
108895,128,48
109000,144,52
109095,128,52
109100,144,55
109195,128,55
109200,144,48
109295,128,48
109400,144,52
109400,144,57
109495,128,57
109495,128,52
109600,144,48
109695,128,48
109700,144,55
109795,128,55
109800,144,52
109895,128,52
110000,144,48
110000,144,57
110095,128,57
110095,128,48
110200,144,52
110295,128,52
110400,144,48
110400,144,57
110495,128,57
110495,128,48
110600,144,52
110695,128,52
110700,144,55
110795,128,55
110800,144,48
110895,128,48
111000,144,52
111000,144,57
111095,128,57
111095,128,52
111200,144,48
111295,128,48
111300,144,55
111395,128,55
111400,144,52
111495,128,52
111600,144,48
111600,144,57
111695,128,57
111695,128,48
111800,144,52
111895,128,52
112000,144,48
112000,144,57
112095,128,57
112095,128,48
112200,144,52
112295,128,52
112300,144,55
112395,128,55
112400,144,48
112495,128,48
112600,144,52
112600,144,57
112695,128,57
112695,128,52
112800,144,48
112895,128,48
112900,144,55
112995,128,55
113000,144,52
113095,128,52
113200,144,48
113200,144,57
113295,128,57
113295,128,48
113400,144,52
113495,128,52
113600,144,52
113600,144,57
113600,144,57
113695,128,57
113695,128,57
113695,128,52
114000,144,52
114000,144,57
114000,144,57
114095,128,57
114095,128,57
114095,128,52
114300,144,55
114395,128,55
114400,144,52
114400,144,57
114400,144,57
114495,128,57
114495,128,57
114495,128,52
114600,144,60
114695,128,60
114800,144,52
114800,144,57
114800,144,60
114895,128,60
114895,128,57
114895,128,52
115000,144,62
115095,128,62
115200,144,48
115200,144,53
115200,144,57
115295,128,57
115295,128,53
115295,128,48
115600,144,48
115600,144,53
115600,144,57
115695,128,57
115695,128,53
115695,128,48
115900,144,55
115995,128,55
116000,144,50
116000,144,55
116000,144,57
116095,128,57
116095,128,55
116095,128,50
116200,144,55
116295,128,55
116400,144,50
116400,144,52
116495,128,52
116495,128,50
116600,144,55
116695,128,55
116800,144,52
116800,144,57
116800,144,57
116895,128,57
116895,128,57
116895,128,52
117200,144,52
117200,144,57
117200,144,57
117295,128,57
117295,128,57
117295,128,52
117500,144,55
117595,128,55
117600,144,52
117600,144,57
117600,144,57
117695,128,57
117695,128,57
117695,128,52
117800,144,60
117895,128,60
118000,144,52
118000,144,57
118000,144,62
118095,128,62
118095,128,57
118095,128,52
118200,144,64
118295,128,64
118400,144,48
118400,144,53
118400,144,64
118495,128,64
118495,128,53
118495,128,48
118800,144,48
118800,144,53
118800,144,62
118895,128,62
118895,128,53
118895,128,48
118900,144,64
118995,128,64
119000,144,62
119095,128,62
119200,144,50
119200,144,55
119200,144,60
119295,128,60
